key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-902925017,The effect of sex on multiple sclerosis risk and disease progression,2020,,,Multiple Sclerosis Journal,1477-0970 1352-4585,26,5,554-560,"Voskuhl, R. R.",https://www.embase.com/search/results?subaction=viewrecord&id=L2004120161&from=exporthttp://dx.doi.org/10.1177/1352458519892491,,,,"Sex differences in the incidence or severity of disease characterize many autoimmune and neurodegenerative diseases. Multiple sclerosis is a complex disease with both autoimmune and neurodegenerative aspects and is characterized by sex differences in susceptibility and progression. Research in the study sex differences is a way to capitalize on a known clinical observation, mechanistically disentangle it at the laboratory bench, then translate basic research findings back to the clinic as a novel treatment trial tailored to optimally benefit each sex. This “Bedside to Bench to Bedside” approach based on sex differences in MS will be reviewed here, first for disease susceptibility then for disability progression.","L2004120161 2020-01-31 2020-04-29 | RAYYAN-INCLUSION: {""Nala""=>""Maybe""} | RAYYAN-LABELS: autoimmune,neurological",10.1177/1352458519892491,androgen receptor;estriol;glatiramer;glycoprotein p 15095;interleukin 10;interleukin 13;testosterone;toll like receptor 7;transcription factor FOXP3;autoimmune encephalomyelitis;article;autoimmune disease;bisulfite sequencing;CD4+ T lymphocyte;degenerative disease;disease exacerbation;disease predisposition;disease severity;DNA methylation;Expanded Disability Status Scale;gene deletion;gene frequency;gene locus;genome-wide association study;gonadectomy;human;immune response;incidence;multiple sclerosis;nuclear magnetic resonance imaging;phenotype;pseudoautosomal region;risk factor;sex chromosome;sex difference;upregulation;X chromosome inactivation;X linked mental retardation;Y chromosome;Disease Progression;Multiple Sclerosis,,
rayyan-902925031,Sex ratio and rheumatic disease,2001,,,Israel Medical Association Journal,1565-1088,3,7,511-516,"Lockshin, M. D.",https://www.embase.com/search/results?subaction=viewrecord&id=L32878562&from=export,,,,"Autoimmune diseases are said to have high female/male (F/M) ratios, but these ratios are imprecise. Published definitions and classifications of autoimmune diseases differ substantially, as do the F/M ratios themselves. Imputed causality of autoimmune diseases requires better precision. Some thyroid, rheumatic and hepatic diseases consistently have high F/M ratios, but marked differences exist in the reported quantity of the ratios. Other autoimmune diseases have low F/M ratios. Because F/M ratios reflect incidence and not severity of disease, gonadal hormones, if they play a role, must do so through a threshold or permissive mechanism. Sex differences related to environmental exposure, X-inactivation, imprinting, X or Y chromosome genetic modulators, and intrauterine influences remain as alternate, theoretical, explanations for sex differences of incidence. The epidemiology of the sex-discrepant autoimmune diseases - young, female - suggests that an explanation for sex discrepancy lies in differential exposure, vulnerable periods, or thresholds, rather than in quantitative aspects of immunomodulation.","L32878562 2001-10-01 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: body,autoimmune",,estrogen;oral contraceptive agent;thyroglobulin;autoimmune disease;disease classification;disease severity;environmental exposure;estrogen therapy;experimental animal;gonad;human;immune response;immunization;immunomodulation;incidence;infection;liver disease;quantitative diagnosis;review;rheumatic disease;sex difference;sex ratio;uterus;X chromosome;Y chromosome;Rheumatic Diseases;Sex Ratio,,
rayyan-902925041,The Pregnancy Pickle: Evolved Immune Compensation Due to Pregnancy Underlies Sex Differences in Human Diseases,2019,7,,Trends Genet,0168-9525 (Print) 0168-9525,35,7,478-488,"Natri, H. and Garcia, A. R. and Buetow, K. H. and Trumble, B. C. and Wilson, M. A.",,,,,"We hypothesize that, ancestrally, sex-specific immune modulation evolved to facilitate survival of the pregnant person in the presence of an invasive placenta and an immunologically challenging pregnancy - an idea we term the 'pregnancy compensation hypothesis' (PCH). Further, we propose that sex differences in immune function are mediated, at least in part, by the evolution of gene content and dosage on the sex chromosomes, and are regulated by reproductive hormones. Finally, we propose that changes in reproductive ecology in industrialized environments exacerbate these evolved sex differences, resulting in the increasing risk of autoimmune disease observed in females, and a counteracting reduction in diseases such as cancer that can be combated by heightened immune surveillance. The PCH generates a series of expectations that can be tested empirically and that may help to identify the mechanisms underlying sex differences in modern human diseases.","Natri, Heini Garcia, Angela R Buetow, Kenneth H Trumble, Benjamin C Wilson, Melissa A R35 GM124827/GM/NIGMS NIH HHS/United States RF1 AG054442/AG/NIA NIH HHS/United States Journal Article Research Support, N.I.H., Extramural Research Support, Non-U.S. Gov't Review England 2019/06/16 Trends Genet. 2019 Jul;35(7):478-488. doi: 10.1016/j.tig.2019.04.008. | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune,very relevant",10.1016/j.tig.2019.04.008,"Animals;Autoimmune Diseases/epidemiology/*etiology;Evolution, Molecular;Female;Genetic Predisposition to Disease;Hormones/*physiology;Humans;Male;Mammals;Neoplasms/epidemiology;Pregnancy/*immunology;Sex Characteristics;*Sex Chromosomes;*Sex Factors;Urban Population;X inactivation;autoimmunity;cancer;dosage compensation;placentation;pregnancy compensation hypothesis;sex differences;Humanities;Humanism;Pregnancy",,
rayyan-902925049,Female Bias in Systemic Lupus Erythematosus is Associated with the Differential Expression of X-Linked Toll-Like Receptor 8,2015,,,Front Immunol,1664-3224 (Print) 1664-3224,6,,457,"McDonald, G. and Cabal, N. and Vannier, A. and Umiker, B. and Yin, R. H. and Orjalo, A. V., Jr. and Johansson, H. E. and Han, J. H. and Imanishi-Kari, T.",,,,,"Systemic lupus erythematosus (SLE) is a chronic autoimmune disease characterized by the production of anti-nuclear antibodies. SLE is one of many autoimmune disorders that have a strong gender bias, with 70-90% of SLE patients being female. Several explanations have been postulated to account for the severity of autoimmune diseases in females, including hormonal, microbiota, and gene dosage differences. X-linked toll-like receptors (TLRs) have recently been implicated in disease progression in females. Our previous studies using the 564Igi mouse model of SLE on a Tlr7 and Tlr9 double knockout background showed that the presence of Tlr8 on both X chromosomes was required for the production of IgG autoantibodies, Ifn-I expression and granulopoiesis in females. Here, we show the results of our investigation into the role of Tlr8 expression in SLE pathogenesis in 564Igi females. Female mice have an increase in serum pathogenic anti-RNA IgG2a and IgG2b autoantibodies. 564Igi mice have also been shown to have an increase in neutrophils in vivo, which are major contributors to Ifn-α expression. Here, we show that neutrophils from C57BL/6 mice express Ifn-α in response to 564 immune complexes and TLR8 activation. Bone marrow-derived macrophages from 564Igi females have a significant increase in Tlr8 expression compared to male-derived cells, and RNA fluorescence in situ hybridization data suggest that Tlr8 may escape X-inactivation in female-derived macrophages. These results propose a model by which females may be more susceptible to SLE pathogenesis due to inefficient inactivation of Tlr8.","1664-3224 McDonald, Gabrielle Cabal, Nicholas Vannier, Augustin Umiker, Benjamin Yin, Raymund H Orjalo, Arturo V Jr Johansson, Hans E Han, Jin-Hwan Imanishi-Kari, Thereza R01 AI045104/AI/NIAID NIH HHS/United States R01 AI076409/AI/NIAID NIH HHS/United States Journal Article Switzerland 2015/10/07 Front Immunol. 2015 Sep 8;6:457. doi: 10.3389/fimmu.2015.00457. eCollection 2015. | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.3389/fimmu.2015.00457,"Ifn-i;Sle;Tlr8;X-inactivation;neutrophils;Toll-Like Receptors;Bias (Epidemiology);Lupus Erythematosus, Systemic",,
rayyan-902925058,B cell X-chromosome inactivation is faulty in SLE,2021,,,Nature Reviews Rheumatology,1759-4804 1759-4790,17,8,442,"Clarke, J.",https://www.embase.com/search/results?subaction=viewrecord&id=L2013054623&from=exporthttp://dx.doi.org/10.1038/s41584-021-00660-9,,,,,"L2013054623 2021-07-19 | RAYYAN-INCLUSION: {""Nala""=>""Maybe""} | RAYYAN-LABELS: autoimmune",10.1038/s41584-021-00660-9,sex hormone;article;B lymphocyte;chromosome disorder;epigenetics;fluorescence in situ hybridization;gene expression;human;immunity;immunofluorescence;RNA analysis;sex factor;systemic lupus erythematosus;X chromosome inactivation;X Chromosome,,
rayyan-902925065,X marks the spot in autoimmunity,2022,5,4,Expert Review of Clinical Immunology,1744-666X 1744-8409 J9 - EXPERT REV CLIN IMMU,18,5,429-437,"Gerussi, A. and Caime, C. and Binatti, E. and Cappadona, C. and Cristoferi, L. and Asselta, R. and Gershwin, M. E. and Invernizzi, P.",,,,,"Introduction Autoimmune diseases mostly affect females. Besides hormones, several factors related to chromosome X have been called in action to explain this sex predominance. Areas covered This paper provides an overview on the role of chromosome X (chrX) in explaining why females have higher susceptibility to autoimmunity. The work outlines some essential concepts regarding chrX inactivation, escape from chrX inactivation and the evolutionary history of chrX. In addition, we will discuss the concept of gene escape in immune cells, with examples related to specific X-linked genes and autoimmune diseases. Expert opinion There is growing evidence that many genes present on chrX escape inactivation, and some of them have significant immune-mediated functions. In immune cells of female individuals the escape of these genes is not constant, but the knowledge of the mechanisms controlling this plasticity are not completely understood. Future studies aimed at the characterization of these modifications at single-cell resolution, together with conformational 3D studies of the inactive X chromosome, will hopefully help to fill this gap of knowledge.","Times Cited in Web of Science Core Collection: 0 Total Times Cited: 0 Cited Reference Count: 100 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: relevant,autoimmune",10.1080/1744666x.2022.2060203,Autoimmune diseases;autoimmunity;escape from X-chromosome inactivation;mammalian evolution;sex bias;sex chromosomes;X-chromosome inactivation;CHROMOSOME INACTIVATION;FEMALE PREDOMINANCE;SEX-DIFFERENCES;T-CELLS;DISEASE;GENDER;WOMEN;EPIDEMIOLOGY;MECHANISMS;MONOSOMY,,
rayyan-902925084,The role of X-chromosome inactivation in female predisposition to autoimmunity,2000,,,Arthritis Res,1465-9905 (Print) 1465-9905,2,5,399-406,"Chitnis, S. and Monteiro, J. and Glass, D. and Apatoff, B. and Salmon, J. and Concannon, P. and Gregersen, P. K.",,,,,"We propose that the phenomenon of X-chromosome inactivation in females may constitute a risk factor for loss of T-cell tolerance; specifically that skewed X-chromosome inactivation in the thymus may lead to inadequate thymic deletion. Using a DNA methylation assay, we have examined the X-chromosome inactivation patterns in peripheral blood from normal females (n = 30), female patients with a variety of autoimmune diseases (n = 167). No differences between patients and controls were observed. However, locally skewed X-chromosome inactivation may exist in the thymus, and therefore the underlying hypothesis remains to be disproved.","1465-9913 Chitnis, S Monteiro, J Glass, D Apatoff, B Salmon, J Concannon, P Gregersen, P K Journal Article England 2000/11/01 Arthritis Res. 2000;2(5):399-406. doi: 10.1186/ar118. Epub 2000 Jul 3. | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: immune,autoimmune",10.1186/ar118,"Alleles;Autoimmune Diseases/*genetics;Causality;DNA Mutational Analysis;*Dosage Compensation, Genetic;Female;Genetic Predisposition to Disease/*genetics;Humans;Receptors, Androgen/genetics;Sex Factors;Trinucleotide Repeat Expansion/genetics;X Chromosome",,
rayyan-902925100,"Sex Differences in Systemic Lupus Erythematosus: Epidemiology, Clinical Considerations, and Disease Pathogenesis",2020,,,Mayo Clinic Proceedings,1942-5546 0025-6196,95,2,384-394,"Nusbaum, J. S. and Mirza, I. and Shum, J. and Freilich, R. W. and Cohen, R. E. and Pillinger, M. H. and Izmirly, P. M. and Buyon, J. P.",https://www.embase.com/search/results?subaction=viewrecord&id=L2004693799&from=exporthttp://dx.doi.org/10.1016/j.mayocp.2019.09.012,,,,"Systemic lupus erythematosus (SLE) is a chronic, multiorgan, systemic autoimmune disease that is more common in women than men and is typically diagnosed during reproductive age, necessitating sex-specific considerations in care. In women there is no substantive evidence to suggest that SLE reduces fertility, but subfertility may occur as a result of active disease, immunosuppressive drugs, and age-related declines in fertility related to delays in childbearing. Although pregnancy outcomes have improved, SLE still poses risks in pregnancy that contribute to poorer maternal and fetal outcomes. Cyclophosphamide, an important agent for the treatment of severe or life-threatening lupus, may adversely affect fertility, particularly with increases in dose and patient age. Fertility preservation techniques are therefore an important consideration for women and men before cytotoxic treatment. There is mixed evidence as to whether exogenous estrogen in the form of oral contraceptive pills or hormone replacement therapy may increase the risk for the development of SLE, but among women with SLE already diagnosed, combined oral contraceptive pills and hormone replacement therapy do not confer risk for severe flare and remain important in reproductive care. The higher incidence of SLE in women may nonetheless be attributable to effects of endogenous estrogen, as well as failures in X chromosome inactivation, increased Toll-like receptor gene products, and changes in microRNA function. A greater appreciation of the biological underpinnings and consequences of sex differences in SLE may lead to more targeted treatments and improved outcomes for patients with SLE.","L2004693799 2020-01-31 2020-02-03 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1016/j.mayocp.2019.09.012,"intrauterine contraceptive device;anticoagulant agent;cyclophosphamide;estrogen;immunosuppressive agent;levonorgestrel;microRNA;oral contraceptive agent;progesterone;sex hormone;toll like receptor;triptorelin;Human papilloma virus vaccine;azoospermia;chromosome inactivation;contraception;cryopreservation;cytotoxicity;deterioration;disease course;disease exacerbation;disease risk assessment;female fertility;fertility preservation;fetus outcome;gene function;gene product;high risk pregnancy;hormone substitution;human;incidence;Klinefelter syndrome;life threat;male fertility;onset age;pathogenesis;pregnancy;pregnancy outcome;review;sex chromosome;sex difference;subfertility;systemic lupus erythematosus;vaccination;Sex Characteristics;Lupus Erythematosus, Systemic",,
rayyan-902925122,T cell CD40LG gene expression and the production of IgG by autologous B cells in systemic lupus erythematosus,2009,,,Clinical Immunology,1521-6616 1521-7035,132,3,362-370,"Zhou, Y. and Yuan, J. and Pan, Y. and Fei, Y. and Qiu, X. and Hu, N. and Luo, Y. and Lei, W. and Li, Y. and Long, H. and Sawalha, A. H. and Richardson, B. and Lu, Q.",https://www.embase.com/search/results?subaction=viewrecord&id=L50543693&from=exporthttp://dx.doi.org/10.1016/j.clim.2009.05.011,,,,"CD40 ligand (CD40LG), encoded on the X chromosome, has been reported to be overexpressed on lupus T cells. Herein, we investigated the effect of DNA demethylation on T cell CD40LG expression and the production of IgG by autologous B cells in lupus. We found normal human T cells transfected with CD40LG induced autologous B cell activation and plasma cell differentiation. Both female lupus CD4+ T cells and demethylating agents treated CD4+ T cells overexpressed CD40LG mRNA. Further, lupus T cells from both genders or demethylated CD4+ T cells from healthy women overstimulated autologous B cells, and this could be reversed with anti-CD40LG Ab in only females. We demonstrated that female lupus CD4+ T cells and demethylated CD4+ T cells express high level of CD40LG and overstimulate B cells to produce IgG. This is due to DNA demethylation and thereby reactivation of the inactive X chromosome in female. © 2009 Elsevier Inc.","L50543693 2009-09-11 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1016/j.clim.2009.05.011,2 (2 amino 3 methoxyphenyl)chromone;azacitidine;CD40 ligand;CD40 ligand monoclonal antibody;hydralazine;immunoglobulin G;messenger RNA;procainamide;adult;article;B lymphocyte activation;CD4+ T lymphocyte;CD8+ T lymphocyte;cell differentiation;cell proliferation;cell stimulation;clinical article;coculture;combination chemotherapy;controlled study;disease activity;DNA methylation;female;gene expression;gene overexpression;genetic transfection;human;human cell;immunoglobulin blood level;immunoglobulin production;male;monotherapy;plasma cell;priority journal;sex difference;systemic lupus erythematosus;X chromosome inactivation,,
rayyan-902925128,The female X-inactivation mosaic in systemic lupus erythematosus,1998,,,Immunology Today,0167-5699,19,8,352-357,"Stewart, J. J.",https://www.embase.com/search/results?subaction=viewrecord&id=L28387002&from=exporthttp://dx.doi.org/10.1016/S0167-5699(98)01298-5,,,,"Most sufferers of systemic lupus erythematosus (SLE) are female. Whiles hormones are generally thought responsible, gender differences extend far beyond the hormonal level. These differences may be particularly important for the immune system. The sexes present radically different self-antigen profiles to the immune system because females are X-chromosome-inactivation mosaics. Here, Jeff Stewart argues that is this mosaicism that induces SLE.","L28387002 1998-09-06 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1016/s0167-5699(98)01298-5,"autoimmune disease;chromosome analysis;chromosome mosaicism;human;priority journal;review;sex difference;systemic lupus erythematosus;T lymphocyte;X chromosome inactivation;Lupus Erythematosus, Systemic",,
rayyan-902925132,Gender differences in autoimmune disease,2014,8,,Frontiers in Neuroendocrinology,0091-3022 1095-6808 J9 - FRONT NEUROENDOCRIN,35,3,347-369,"Ngo, S. T. and Steyn, F. J. and McCombe, P. A.",,,,,"Autoimmune diseases are a range of diseases in which the immune response to self-antigens results in damage or dysfunction of tissues. Autoimmune diseases can be systemic or can affect specific organs or body systems. For most autoimmune diseases there is a clear sex difference in prevalence, whereby females are generally more frequently affected than males. In this review, we consider gender differences in systemic and organ-specific autoimmune diseases, and we summarize human data that outlines the prevalence of common autoimmune diseases specific to adult males and females in countries commonly surveyed. We discuss possible mechanisms for sex specific differences including gender differences in immune response and organ vulnerability, reproductive capacity including pregnancy, sex hormones, genetic predisposition, parental inheritance, and epigenetics. Evidence demonstrates that gender has a significant influence on the development of autoimmune disease. Thus, considerations of gender should be at the forefront of all studies that attempt to define mechanisms that underpin autoimmune disease. (C) 2014 Published by Elsevier Inc.","Times Cited in Web of Science Core Collection: 477 Total Times Cited: 489 Cited Reference Count: 506 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1016/j.yfrne.2014.04.004,Autoimmunity;Gender;Sex differences;Immune system;SYSTEMIC-LUPUS-ERYTHEMATOSUS;X-CHROMOSOME INACTIVATION;HORMONE REPLACEMENT THERAPY;INFLAMMATORY-BOWEL-DISEASE;PRIMARY BILIARY-CIRRHOSIS;REGULATORY T-CELLS;GUILLAIN-BARRE-SYNDROME;TRAUMATIC BRAIN-INJURY;GENE-ENVIRONMENT INTERACTION;NEONATAL MYASTHENIA-GRAVIS;Autoimmune Diseases,,
rayyan-902925138,The Sex Bias in Systemic Sclerosis: on the Possible Mechanisms Underlying the Female Disease Preponderance,2014,12,,Clinical Reviews in Allergy & Immunology,1080-0549 1559-0267 J9 - CLIN REV ALLERG IMMU,47,3,334-343,"D'Amico, F. and Skarmoutsou, E. and Mazzarino, M. C.",,,,,"Systemic sclerosis is a multifactorial and heterogeneous disease. Genetic and environmental factors are known to interplay in the onset and progression of systemic sclerosis. Sex plays an important and determinant role in the development of such a disorder. Systemic sclerosis shows a significant female preponderance. However, the reason for this female preponderance is incompletely understood. Hormonal status, genetic and epigenetic differences, and lifestyle have been considered in order to explain female preponderance in systemic sclerosis. Sex chromosomes play a determinant role in contributing to systemic sclerosis onset and progression, as well as in its sex-biased prevalence. It is known, in fact, that X chromosome contains many sex- and immuno-related genes, thus contributing to immuno tolerance and sex hormone status. This review focuses mainly on the recent progress on epigenetic mechanisms-exclusively linked to the X chromosome-which would contribute to the development of systemic sclerosis. Furthermore, we report also some hypotheses (dealing with skewed X chromosome inactivation, X gene reactivation, acquired monosomy) that have been proposed in order to justify the female preponderance in autoimmune diseases. However, despite the intensive efforts in elucidating the mechanisms involved in the pathogenesis of systemic sclerosis, many questions remain still unanswered.","Times Cited in Web of Science Core Collection: 21 Total Times Cited: 21 Cited Reference Count: 135 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1007/s12016-013-8392-9,"Systemic sclerosis;X chromosome;Autoimmunity;Epigenetics;X-CHROMOSOME INACTIVATION;REGULATORY T-CELLS;I COLLAGEN;GENE-EXPRESSION;FACULTATIVE HETEROCHROMATIN;DOSAGE COMPENSATION;TISSUE INHIBITOR;DNA METHYLATION;DOWN-REGULATION;SKIN-LESIONS;Bias (Epidemiology);Scleroderma, Systemic",,
rayyan-902925184,Meta-analysis of GWAS on two Chinese populations followed by replication identifies novel genetic variants on the X chromosome associated with systemic lupus erythematosus,2015,,,Human Molecular Genetics,1460-2083 0964-6906,24,1,274-284,"Zhang, Y. and Zhang, J. and Yang, J. and Wang, Y. and Zhang, L. and Zuo, X. and Sun, L. and Pan, H. F. and Hirankarn, N. and Wang, T. and Chen, R. and Ying, D. and Zeng, S. and Shen, J. J. and Lee, T. L. and Lau, C. S. and Chan, T. M. and Leung, A. M. H. and Mok, C. C. and Wong, S. N. and Lee, K. W. and Ho, M. H. K. and Lee, P. P. W. and Chung, B. H. Y. and Chong, C. Y. and Wong, R. W. S. and Mok, M. Y. and Wong, W. H. S. and Tong, K. L. and Tse, N. K. C. and Li, X. P. and Avihingsanon, Y. and Rianthavorn, P. and Deekajorndej, T. and Suphapeetiporn, K. and Shotelersuk, V. and Ying, S. K. Y. and Fung, S. K. S. and Lai, W. M. and Wong, C. M. and Ng, I. O. L. and Garcia-Barcelo, M. M. and Cherny, S. S. and Tam, P. K. H. and Sham, P. C. and Yang, S. and Ye, D. Q. and Cui, Y. and Zhang, X. J. and Lau, Y. L. and Yang, W.",https://www.embase.com/search/results?subaction=viewrecord&id=L602194945&from=exporthttp://dx.doi.org/10.1093/hmg/ddu429,,,,"Systemic lupus erythematosus (SLE) is a prototypic autoimmune disease that affects mainly females. What role the X chromosome plays in the disease has always been an intriguing question. In this study, we examined the genetic variants on the X chromosome through meta-analysis of two genome-wide association studies (GWAS) on SLE on Chinese Han populations. Prominent association signals from the meta-analysis were replicated in 4 additional Asian cohorts, with a total of 5373 cases and 9166 matched controls. We identified a novel variant in PRPS2 on Xp22.3 as associated with SLE with genome-wide significance (rs7062536, OR = 0.84, P = 1.00E-08). Association of the L1CAM-MECP2 region with SLE was reported previously. In this study, we identified independent contributors in this region in NAA10 (rs2071128, OR = 0.81, P = 2.19E-13) and TMEM187 (rs17422, OR = 0.75, P = 1.47E-15), in addition to replicating the association from IRAK1-MECP2 region (rs1059702, OR = 0.71, P = 2.40E-18) in Asian cohorts. The X-linked susceptibility variants showed higher effect size in males than that in females, similar to results from a genome-wide survey of associated SNPs on the autosomes. These results suggest that susceptibility genes identified on the X chromosome, while contributing to disease predisposition, might not contribute significantly to the female predominance of this prototype autoimmune disease.","L602194945 2015-02-19 2015-02-24 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1093/hmg/ddu429,"interleukin 1 receptor associated kinase 1;methyl CpG binding protein 2;article;autosome;correlation analysis;female;gene;gene frequency;gene linkage disequilibrium;gene replication;genetic association;genetic identification;genetic risk;genetic susceptibility;genetic variability;genotype;Han Chinese;human;immunopathogenesis;l1cam gene;male;naa10 gene;priority journal;promoter region;prps2 gene;sex difference;single nucleotide polymorphism;systemic lupus erythematosus;tmem187 gene;X chromosome;X chromosome inactivation;X Chromosome;Lupus Erythematosus, Systemic",,
rayyan-902925191,Genetic epidemiology of rheumatoid disease,1995,4,,Br Med Bull,0007-1420 (Print) 0007-1420,51,2,267-285,"Ollier, W. E. and MacGregor, A.",,,,,"The aetiology of rheumatoid arthritis (RA) has both genetic and environmental origins. However, the relationship of these with each other and with RA disease is complicated as both genes and environment may be protective or render individuals susceptible. Diagnostic certainty and disease heterogeneity have posed serious hurdles for investigating RA. Patients with similar disease phenotypes may have different aetiologies and it may now be more appropriate to investigate genetic susceptibility with respect to disease process or characteristic immunopathology. Disease concordance studies have been a classical approach to estimating the upper threshold of the genetic contribution to RA and recent studies have approximately halved the much quoted figure of 32% reported by Lawrence for RA concordance in monozygotic twins. However, the interpretation of twin data has to be treated with caution as MZ twins can differ in terms of somatic rearrangement/mutation of immunoglobulin and T cell receptor genes, X chromosome inactivation in females, genomic imprinting and in utero immune relationship. Calculations based on heritability put the genetic component in RA much higher. HLA is an important genetic factor in RA and risk is thought to be associated with a consensus sequence of amino acids within the third hypervariable region of certain DRB1 alleles. It is now clear that HLA is not particularly associated with onset of synovitis but is more associated with progression and severity of the disease process. The HLA-DRB1*0401/0404 genotype is particularly associated with severe, erosive and seropositive RA. Clear differences in RA susceptibility exist between males and females and this may be attributed to hormonal status. Males have a higher threshold requirement for developing RA and this may explain why RA in males is more associated with HLA risk alleles. We have now reached a critical time for the investigation of RA aetio-pathology. Recent advances in molecular biology and automated microsatellite gene scanning technology are making it possible to map disease susceptibility genes over the whole genome in common disorders such as RA. This will require large numbers of well characterised multiplex affected families. It is anticipated that some of the genes identified will fit in with our current concepts of which inflammatory and immune processes are pathologically important in RA. However others may be a major surprise.","Ollier, W E MacGregor, A Journal Article Research Support, Non-U.S. Gov't Review England 1995/04/01 Br Med Bull. 1995 Apr;51(2):267-85. doi: 10.1093/oxfordjournals.bmb.a072960. | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1093/oxfordjournals.bmb.a072960,"Arthritis, Rheumatoid/*genetics;Diseases in Twins;Dosage Compensation, Genetic;Female;Gene Rearrangement;Genetic Heterogeneity;Genetic Predisposition to Disease;HLA Antigens/genetics;Humans;Male;Sex Factors;Twin Studies as Topic;Molecular Epidemiology",,
rayyan-902925237,Contributing factors in multiple sclerosis and the female sex bias,2014,,,Immunology Letters,1879-0542 0165-2478,162,1,223-232,"Khalid, R.",https://www.embase.com/search/results?subaction=viewrecord&id=L600242045&from=exporthttp://dx.doi.org/10.1016/j.imlet.2014.09.004,,,,"Autoimmune diseases, such as multiple sclerosis (MS), show a higher incidence rate in women compared to men, which may be due to differences in the immune system, sex hormones, or both. Furthermore a disruption in homeostasis within these systems appears to be contributing to the etiology of MS. These systems are also influenced by the environment and metabolic factors necessitating the adoption of a broader viewpoint of the contributing factors in MS in the search for effective therapeutics.","L600242045 2014-11-07 2014-11-11 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1016/j.imlet.2014.09.004,"adenosine;adenosine A2 receptor;adiponectin;alitretinoin;CD28 antigen;CD4 antigen;receptor type tyrosine protein phosphatase C;estradiol;estrogen;fatty acid binding protein 4;gamma interferon;gestagen;histone H3;HLA DQ antigen;HLA DRB1 antigen;HLA DRB5 antigen;indoleamine 2,3 dioxygenase;interleukin 10;interleukin 13;interleukin 2 receptor alpha;interleukin 7 receptor alpha;leptin;placebo;progesterone;prolactin;sex hormone;transcription factor FOXP3;tumor necrosis factor;vitamin D;article;autoimmune disease;CD4+ CD25+ T lymphocyte;controlled clinical trial (topic);cytokine production;cytokine release;disease predisposition;drug research;environmental factor;epigenetics;epistasis;female;gender bias;gene linkage disequilibrium;haploinsufficiency;histone acetylation;human;immune system;incidence;lymphocyte proliferation;male;metabolism;multiple sclerosis;nonhuman;pathogenesis;pregnancy;protein expression;regulatory T lymphocyte;remyelinization;sex difference;single nucleotide polymorphism;T lymphocyte;Th1 cell;Th2 cell;vitamin D deficiency;X chromosome inactivation;Bias (Epidemiology);Multiple Sclerosis",,
rayyan-902925280,Differential effects of genetic susceptibility factors in males and females with multiple sclerosis,2013,,,Clinical Immunology,1521-6616 1521-7035,149,2,170-175,"Sadovnick, A. D.",https://www.embase.com/search/results?subaction=viewrecord&id=L52644258&from=exporthttp://dx.doi.org/10.1016/j.clim.2013.05.002,,,,"Multiple sclerosis (MS), a putative autoimmune disease, has a well documented female preponderance among patients. However, this is not the only sex effect observed in the disease. Unaffected mothers appear to be at a higher risk to transmit susceptibility (genetic, environmental or interactions thereof) compared to unaffected fathers. This maternal effect can range from intrauterine exposures to transmission of genotypes and epigenetics. © 2013 Elsevier Inc.","L52644258 2013-06-26 2013-11-05 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1016/j.clim.2013.05.002,HLA DRB1 antigen;epigenetics;genetic risk;genetic susceptibility;genotype;genotype environment interaction;human;multiple sclerosis;Netherlands;prevalence;priority journal;recurrence risk;review;risk factor;sex difference;X chromosome;X chromosome inactivation;Genetic Predisposition to Disease;Multiple Sclerosis,,
