"","key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id"
"100","rayyan-902924772","Battle of the sexes: Conflict over dosage-sensitive genes and the origin of X chromosome inactivation",2012,NA,NA,"Proceedings of the National Academy of Sciences of the United States of America","0027-8424 1091-6490",109,14,"5144-5145","Wright, A. E. and Mank, J. E.","https://www.embase.com/search/results?subaction=viewrecord&id=L364582919&from=exporthttp://dx.doi.org/10.1073/pnas.1202905109",NA,NA,NA,"","L364582919 2012-04-13 2012-04-18","10.1073/pnas.1202905109","gene dosage;gene expression;gene locus;gene overexpression;gene silencing;genetic transcription;nonhuman;note;priority journal;sex chromosome;sex difference;transcription regulation;X chromosome;X chromosome inactivation;X Chromosome",NA,NA
"150","rayyan-902924822","Comparison of factor IX methylation on human active and inactive X chromosomes: implications for X inactivation and transcription of tissue-specific genes",1986,NA,NA,"The EMBO journal","0261-4189",5,9,"2223-2229","Cullen, C. R. and Hubberman, P. and Kaslow, D. C. and Migeon, B. R.","https://www.embase.com/search/results?subaction=viewrecord&id=L16779599&from=export",NA,NA,NA,"Maintenance of dosage compensation for housekeeping genes on the human X chromosome is mediated through differential methylation of clustered CpG nucleotides associated with these genes. To determine if methylation has a role in maintaining inactivity of X-linked genes which show tissue-specific expression, we examined the locus for blood clotting Factor IX. The analysis encompassed 91% of the HpaII and HhaI sites in the 41-kb region that includes the presumed promoter region, 5 kb of 5'- and 4 kb of 3'-flanking sequences. Although there are sex differences in methylation of the locus in leukocytes, the methylation pattern in liver, where the gene is expressed, is essentially the same for loci on the active and inactive X chromosome. The lack of differences in methylation of active and inactive genes makes it unlikely that methylation within the locus has a role in expression of the Factor IX gene. These findings, along with the absence of clustered CpG dinucleotides within the Factor IX locus, suggest that functional differences in DNA methylation related to X chromosome dosage compensation may be limited to CpG clusters. In any event, dosage compensation seems to be maintained regionally, rather than locus by locus.","L16779599 1986-12-19","","blood clotting factor 9;article;female;fibroblast;gene;genetic transcription;genetics;human;leukocyte;liver;lymphocyte;male;metabolism;methylation;placenta;pregnancy;restriction fragment length polymorphism;sexual development;X chromosome;Humanities;Humanism;Humans",NA,NA
"151","rayyan-902924823","Molecular analysis of females manifesting thyroxine-binding globulin (TBG) deficiency: Selective X-chromosome inactivation responsible for the difference between phenotype and genotype in TBG-deficient females",1996,NA,NA,"Journal of Clinical Endocrinology and Metabolism","0021-972X",81,6,"2204-2208","Okamoto, H. and Mori, Y. and Tani, Y. and Nakagomi, Y. and Sano, T. and Ohyama, K. and Saito, H. and Oiso, Y.","https://www.embase.com/search/results?subaction=viewrecord&id=L26176710&from=exporthttp://dx.doi.org/10.1210/jc.81.6.2204",NA,NA,NA,"T4-binding globulin (TBG) is the major transport protein of thyroid hormone in man. Inherited TBG abnormalities were manifested fully in hemizygous males and partially in heterozygous females and transmitted in an X-chromosome-linked fashion, compatible with its location on Xq21-22. We have previously reported that complete deficiency (CD) and partial deficiency (PD) in Japanese subjects resulted from two distinct mutations of the TBG gene, TBG-CDJ and TBG-PDJ, respectively. Recently, we encountered a female manifesting TBG-CD and herein investigated the molecular mechanisms. She was found to possess TBG-CDJ and common-type TBG (TBG-C) alleles by characterizing the TBG gene. Then, X-chromosome inactivation status was evaluated in her family members using a phosphoglycerate kinase (PGK) gene, located on Xq13. Three TBG-CDJ heterozygotes and one unaffected female, confirmed to be PGK heterozygotes for a polymorphic BstXI site, were analyzed. Only the CD female was shown to undergo selective inactivation by examining the BstXI site in amplified products after digestion with a methylation sensitive enzyme, HpaII. Among an additional eight informative females with TBG deficiency, one heterozygous female for TBG-PDJ shared this selective inactivation pattern. Moreover, the X-chromosome with TBG-C was suggested to be inactivated selectively from the linkage of PGK and TBG alleles recognized in eight of nine family members. Selective X-chromosome inactivation was considered to be the cause of a female heterozygous for TBG- CDJ or -PDJ manifesting the same phenotype as a hemizygote.","L26176710 1996-06-24","10.1210/jc.81.6.2204","thyroxine binding globulin;article;chromosome Xq;clinical article;controlled study;female;genetic linkage;genotype;hormone deficiency;human;human cell;human tissue;molecular genetics;phenotype;priority journal;sex difference;thyroxine binding globulin deficiency;X chromosome inactivation;Thyroxine;Dextrothyroxine;Immunoglobulins, Intravenous;X Chromosome;Phenotype;Genotype",NA,NA
"152","rayyan-902924824","Sexual dimorphism in autoimmunity",2015,NA,NA,"Journal of Clinical Investigation","1558-8238 0021-9738",125,6,"2187-2193","Rubtsova, K. and Marrack, P. and Rubtsov, A. V.","https://www.embase.com/search/results?subaction=viewrecord&id=L604736218&from=exporthttp://dx.doi.org/10.1172/JCI78082",NA,NA,NA,"Autoimmune diseases occur when the immune system attacks and destroys the organs and tissues of its own host. Autoimmunity is the third most common type of disease in the United States. Because there is no cure for autoimmunity, it is extremely important to study the mechanisms that trigger these diseases. Most autoimmune diseases predominantly affect females, indicating a strong sex bias. Various factors, including sex hormones, the presence or absence of a second X chromosome, and sex-specific gut microbiota can influence gene expression in a sex-specific way. These changes in gene expression may, in turn, lead to susceptibility or protection from autoimmunity, creating a sex bias for autoimmune diseases. In this Review we discuss recent findings in the field of sex-dependent regulation of gene expression and autoimmunity.","L604736218 2015-06-10 2015-06-18","10.1172/jci78082","androgen;androgen receptor;Bruton tyrosine kinase;CD40 ligand;chemokine receptor CXCR3;estrogen;estrogen receptor;gamma interferon;interferon;interferon regulatory factor 5;interleukin 2 receptor gamma;interleukin 9 receptor;major histocompatibility antigen class 1;membrane protein;ogt protein;pattern recognition receptor;prolactin;protein;sex hormone;sphingosine 1 phosphate receptor;sphingosine 1 phosphate receptor 2;testosterone;toll like receptor 3;toll like receptor 7;toll like receptor 8;toll like receptor 9;transcription factor FOXP3;transcription factor T bet;unc 93 homolog b1;unclassified drug;unindexed drug;article;autoimmune disease;autoimmunity;B lymphocyte;castration;CD4+ T lymphocyte;CD8+ T lymphocyte;dendritic cell;feedback system;gene expression;hormone substitution;human;immunocompetent cell;innate immunity;intestine flora;karyotype 47,XXY;Klinefelter syndrome;macrophage;memory T lymphocyte;monocyte;multiple sclerosis;natural killer cell;nonhuman;peripheral blood mononuclear cell;positive feedback;pregnancy;priority journal;regulatory T lymphocyte;rheumatoid arthritis;scleroderma;sex difference;systemic lupus erythematosus;Turner syndrome;upregulation;wild type;X chromosome;X chromosome inactivation;Y chromosome",NA,NA
"153","rayyan-902924825","Interferon inducible X-linked gene CXorf21 may contribute to sexual dimorphism in Systemic Lupus Erythematosus",2019,5,15,"Nat Commun","2041-1723",10,1,"2164","Odhams, C. A. and Roberts, A. L. and Vester, S. K. and Duarte, C. S. T. and Beales, C. T. and Clarke, A. J. and Lindinger, S. and Daffern, S. J. and Zito, A. and Chen, L. and Jones, L. L. and Boteva, L. and Morris, D. L. and Small, K. S. and Fernando, M. M. A. and Cunninghame Graham, D. S. and Vyse, T. J.","",NA,NA,NA,"Systemic lupus erythematosus (SLE) is an autoimmune disease, characterised by increased expression of type I interferon (IFN)-regulated genes and a striking sex imbalance towards females. Through combined genetic, in silico, in vitro, and ex vivo approaches, we define CXorf21, a gene of hitherto unknown function, which escapes X-chromosome inactivation, as a candidate underlying the Xp21.2 SLE association. We demonstrate that CXorf21 is an IFN-response gene and that the sexual dimorphism in expression is magnified by immunological challenge. Fine-mapping reveals a single haplotype as a potential causal cis-eQTL for CXorf21. We propose that expression is amplified through modification of promoter and 3'-UTR chromatin interactions. Finally, we show that the CXORF21 protein colocalises with TLR7, a pathway implicated in SLE pathogenesis. Our study reveals modulation in gene expression affected by the combination of two hallmarks of SLE: CXorf21 expression increases in a both an IFN-inducible and sex-specific manner.","2041-1723 Odhams, Christopher A Roberts, Amy L Vester, Susan K Orcid: 0000-0002-4210-118x Duarte, Carolina S T Beales, Charlie T Orcid: 0000-0003-1297-1448 Clarke, Alexander J Orcid: 0000-0003-2846-7860 Lindinger, Sonja Daffern, Samuel J Orcid: 0000-0002-7630-3505 Zito, Antonino Orcid: 0000-0003-1931-984x Chen, Lingyan Orcid: 0000-0003-3750-6761 Jones, Leonardo L Boteva, Lora Morris, David L Orcid: 0000-0002-1754-8932 Small, Kerrin S Orcid: 0000-0003-4566-0005 Fernando, Michelle M A Cunninghame Graham, Deborah S Vyse, Timothy J Orcid: 0000-0003-1123-1464 20265/VAC_/Versus Arthritis/United Kingdom 20332/VAC_/Versus Arthritis/United Kingdom L002604/1/RCUK | Medical Research Council (MRC)/International 20580/VAC_/Versus Arthritis/United Kingdom Wellcome Trust/United Kingdom 20265/ARC_/Arthritis Research UK/United Kingdom 20580/ARC_/Arthritis Research UK/United Kingdom 21252/VAC_/Versus Arthritis/United Kingdom MR/R023131/1/MRC_/Medical Research Council/United Kingdom 19983/VAC_/Versus Arthritis/United Kingdom Journal Article Research Support, N.I.H., Extramural Research Support, Non-U.S. Gov't England 2019/05/17 Nat Commun. 2019 May 15;10(1):2164. doi: 10.1038/s41467-019-10106-2.","10.1038/s41467-019-10106-2","3' Untranslated Regions/genetics;Adult;Age Factors;Case-Control Studies;Chromosomes, Human, X/*genetics;Female;Genes, X-Linked/*genetics/immunology;Genetic Predisposition to Disease;Humans;Interferon Type I/immunology/*metabolism;Intracellular Signaling Peptides and Proteins/genetics/*metabolism;Lupus Erythematosus, Systemic/*genetics/immunology;Male;Promoter Regions, Genetic/genetics;Sex Factors;Toll-Like Receptor 7/genetics;Interferons",NA,NA
"154","rayyan-902924826","Characterization of cxorf21 Provides Molecular Insight Into Female-Bias Immune Response in SLE Pathogenesis",2019,NA,NA,"Front Immunol","1664-3224",10,NA,"2160","Harris, V. M. and Koelsch, K. A. and Kurien, B. T. and Harley, I. T. W. and Wren, J. D. and Harley, J. B. and Scofield, R. H.","",NA,NA,NA,"Background: Ninety percent of systemic lupus erythematosus (SLE) patients are women. X chromosome-dosage increases susceptibility to SLE and primary Sjögren's syndrome (pSS). Chromosome X open reading frame 21 (CXorf21) escapes X-inactivation and is an SLE risk gene of previously unknown function. We undertook the present study to delineate the function of CXorf21 in the immune system as well as investigate a potential role in the sex bias of SLE and pSS. Methods: Western blot protein analysis, qPCR, BioPlex cytokine immunoassay, pHrodo™ assays, as well as in vitro CRISPR-Cas9 knockdown experiments were employed to delineate the role of CXorf21 in relevant immunocytes. Results: Expressed in monocytes and B cells, CXorf21 basal Mrna, and protein expression levels are elevated in female primary monocytes, B cells, and EBV-transformed B cells compared to male cells. We also found CXorf21 mRNA and protein expression is higher in both male and female cells from SLE patients compared to control subjects. TLR7 ligation increased CXorf21 protein expression and CXorf21 knockdown abrogated TLR7-driven increased IFNA1 mRNA expression, and reduced secretion of both TNF-alpha and IL-6 in healthy female monocytes. Similarly, we found increased pH in the lysosomes of CXorf21-deficient female monocytes. Conclusion: CXorf21 is more highly expressed in female compared to male cells and is involved in a sexually dimorphic response to TLR7 activation. In addition, CXorf21 expression regulates lysosomal pH in a sexually dimorphic manner. Thus, sexually dimorphic expression of CXorf21 skews cellular immune responses in manner consistent with expected properties of a mediator of the X chromosome dose risk in SLE and pSS.","1664-3224 Harris, Valerie M Koelsch, Kristi A Kurien, Biji T Harley, Isaac T W Wren, Jonathan D Harley, John B Scofield, R Hal P30 AR073750/AR/NIAMS NIH HHS/United States T32 AR007534/AR/NIAMS NIH HHS/United States U19 AI082714/AI/NIAID NIH HHS/United States U54 GM104938/GM/NIGMS NIH HHS/United States Journal Article Research Support, N.I.H., Extramural Research Support, Non-U.S. Gov't Research Support, U.S. Gov't, Non-P.H.S. Switzerland 2019/11/07 Front Immunol. 2019 Oct 21;10:2160. doi: 10.3389/fimmu.2019.02160. eCollection 2019.","10.3389/fimmu.2019.02160","B-Lymphocytes/immunology/pathology;Cytokines/genetics/immunology;Female;Gene Expression Regulation/*immunology;Humans;*Intracellular Signaling Peptides and Proteins/genetics/immunology;Lupus Erythematosus, Systemic/genetics/immunology/pathology;Lysosomes/genetics/immunology/pathology;Male;Monocytes/immunology/pathology;*Sex Characteristics;Sjogren's Syndrome/genetics/immunology/pathology;Toll-Like Receptor 7/genetics/immunology;X Chromosome Inactivation/*immunology;Interferon-inducible;X-chromosome;innate immunity;sex-bias;systemic lupus erythematosus;Bias (Epidemiology)",NA,NA
"155","rayyan-902924827","CHST7 Gene Methylation and Sex-Specific Effects on Colorectal Cancer Risk",2019,8,NA,"Digestive Diseases and Sciences","0163-2116 1573-2568 J9 - DIGEST DIS SCI",64,8,"2158-2166","Bi, H. R. and Liu, Y. P. and Pu, R. and Xia, T. T. and Sun, H. R. and Huang, H. and Zhang, L. and Zhang, Y. Y. and Liu, Y. and Xu, J. and Rong, J. S. and Zhao, Y. S.","",NA,NA,NA,"BackgroundX chromosome aberrations are involved in carcinogenesis and are associated with gender differences in cancer development. Abnormal DNA methylation also contributes to cancer. Carbohydrate Sulfotransferase 7 (CHST7), encoded by the X chromosome, is abnormally expressed during tumor development. However, its impact on colorectal cancer (CRC) and the effect of CHST7 methylation on sex-specific CRC risk remain unclear.AimsTo investigate the effect of CHST7 methylation in white blood cells on CRC risk and to evaluate its impact on gender-specific differences.MethodsCHST7 methylation in white blood cells was determined using methylation-sensitive high-resolution melting. A propensity score analysis was performed to control potential confounders. Furthermore, extensive sensitivity analyses were applied to assess the robustness of our findings. In addition, we validated the initial findings with a GEO dataset (GSE51032).ResultsCHST7 hypermethylation in white blood cells was associated with an increased CRC risk [odds ratio (OR)(adj)=4.447, 95% confidence interval (CI) 2.662-7.430; p<0.001]. The association was validated with the GEO dataset (ORadj=2.802, 95% CI 1.235-6.360; p=0.014). In particular, CHST7 hypermethylation significantly increased the CRC risk in females (ORadj=7.704, 95% CI 4.222-14.058; p<0.001) and younger patients (<= 60years) (ORadj=5.755, 95% CI 2.540-13.038; p<0.001). Subgroup analyses by tumor location and Duke's stage also observed these associations.ConclusionCHST7 methylation in white blood cells is positively associated with CRC risk, especially in females, and may potentially serve as a blood-based predictive biomarker for CRC risk.","Times Cited in Web of Science Core Collection: 5 Total Times Cited: 5 Cited Reference Count: 36","10.1007/s10620-019-05530-9","Colorectal cancer;DNA methylation;CHST7;White blood cell;Sex difference;Propensity score;BLOOD;ASSOCIATIONS;NUTRITION;IMPACT;Colorectal Neoplasms;Methylation",NA,NA
"156","rayyan-902924828","TLR7 ligands induce higher IFN-α production in females",2006,NA,NA,"Journal of Immunology","0022-1767",177,4,"2088-2096","Berghöfer, B. and Frommer, T. and Haley, G. and Fink, L. and Bein, G. and Hackstein, H.","https://www.embase.com/search/results?subaction=viewrecord&id=L44200966&from=exporthttp://dx.doi.org/10.4049/jimmunol.177.4.2088",NA,NA,NA,"IFN-α exercises multiple immune modulatory and antiviral activities and has been suggested to play a critical role in the pathogenesis of systemic lupus erythematosus (SLE). Plasmacytoid dendritic cells (pDCs) release IFN-α upon TLR7 and TLR9 ligation. With respect to the nine times higher incidence of SLE in women and the clinical use of synthetic TLR ligands as novel immune adjuvants, we analyzed IFN-α and TNF-α production in healthy human individuals. Blood samples were incubated with synthetic TLR7 and TLR9 ligands. In three independent groups (n1 = 120, n2 = 101, and n3 = 123), analysis revealed a capacity of female PBLs to produce significantly higher IFN-α levels after TLR7 stimulation (p1, < 0.0000001, p2 < 0.0000001, and p3 < 0.0001) compared with male PBLs. In contrast, no sex differences were evident after TLR9 stimulation. TNF-α production after TLR7 stimulation and also total pDC numbers were not different between females and males. X-inactivation escape of the TLR7 gene was investigated in monoclonal B cell lines and, independently, in pDCs after cell sorting and single-cell picking, indicating regular silencing of one TLR7 allele in females. Additionally, exogenous 17β-estrogen and estrogen receptor antagonism did not indicate a significant role on TLR7-induced IFN-α production. Our data reveal for the first time a profound sex-dependent pathway of TLR7-induced IFN-α with higher production in females. These findings may explain the higher prevalence of SLE in females and the reported decreased therapeutic efficacy of synthetic TLR7 ligands in male individuals. Copyright © 2006 by The American Association of Immunologists, Inc.","L44200966 2006-08-24","10.4049/jimmunol.177.4.2088","alpha interferon;estradiol;estrogen receptor;hormone receptor blocking agent;immunological adjuvant;toll like receptor 7;toll like receptor 9;tumor necrosis factor;adult;allele;article;B lymphocyte;blood sampling;cell selection;cytokine release;dendritic cell;female;gene;gene silencing;human;human cell;immunomodulation;incidence;interferon production;male;normal human;pathogenesis;peripheral lymphocyte;prevalence;priority journal;receptor upregulation;sex difference;systemic lupus erythematosus;TLR7 gene;X chromosome inactivation",NA,NA
"157","rayyan-902924829","X inactivation, female mosaicism, and sex differences in renal diseases",2008,NA,NA,"Journal of the American Society of Nephrology","1046-6673 1533-3450",19,11,"2052-2059","Migeon, B. R.","https://www.embase.com/search/results?subaction=viewrecord&id=L352789571&from=exporthttp://dx.doi.org/10.1681/ASN.2008020198",NA,NA,NA,"A good deal of sex differences in kidney disease is attributable to sex differences in the function of genes on the X chromosome. Males are uniquely vulnerable to mutations in their single copy of X-linked genes, whereas females are often mosaic, having a mixture of cells expressing different sets of X-linked genes. This cellular mosaicism created by X inactivation in females is most often advantageous, protecting carriers of X-linked mutations from the severe clinical manifestations seen in males. Even subtle differences in expression of many of the 1100 X-linked genes may contribute to sex differences in the clinical expression of renal diseases. Copyright © 2008 by the American Society of Nephrology.","L352789571 2008-12-18","10.1681/asn.2008020198","Alport syndrome;attributable risk;chromosome inactivation;chromosome pairing;disease association;dysostosis;Fabry disease;gene expression;gene mutation;genetic risk;human;hypophosphatemic rickets;idiopathic hypercalciuria;inappropriate vasopressin secretion;inheritance;kidney development;kidney disease;leiomyomatosis;Lesch Nyhan syndrome;Lowe syndrome;mosaicism;nephrogenic diabetes insipidus;nephrolithiasis;phenotype;priority journal;proteinuria;sex difference;short survey;X chromosome linkage;Y chromosome;Sex Characteristics",NA,NA
"158","rayyan-902924830","Single Nucleotide Polymorphisms at the PRR3, ABCF1, and GNL1 Genes in the HLA Class I Region Are Associated with Graves' Ophthalmopathy in a Gender-Dependent Manner",2014,10,NA,"Ophthalmology","0161-6420 1549-4713 J9 - OPHTHALMOLOGY",121,10,"2033-2039","Liu, Y. H. and Chen, Y. J. and Wu, H. H. and Wang, T. Y. and Tsai, F. J.","",NA,NA,NA,"Objective: To investigate whether a conserved HLA class I region influenced the development of Graves' ophthalmopathy (GO) in patients with Graves' disease (GD) in a Taiwan-Chinese population. Design: Case-control study. Participants: Four hundred sixty-eight Taiwan-Chinese patients with GD; 200 of these patients had GO, whereas 268 patients did not. Methods: Five single nucleotide polymorphisms (SNPs) between the HLA-A and HLA-C loci were genotyped. Main Outcome Measures: The Mann-Whitney U test and chi-square test with Bonferroni correction were used. The odds ratios (ORs) were estimated by applying unconditional logistic regression with a 95% confidence intervals (CIs). Results: Strong gender effects on the distribution of the SNPs were apparent: male GD patients carrying an A allele at rs2074503 in the PRR3 gene tended to avoid demonstrating GO (P = 0.008; OR, 0.450; 95% CI, 0.248-0.819), whereas female patients tended to show GO (P = 0.01; OR, 1.486; 95% CI, 1.098-2.012). In addition, only the female GD patients with a T allele at rs1264439 in the ABCF-1 gene tended to demonstrate GO (P = 0.005; OR, 1.539; 95% CI, 1.139-2.081). Analysis of the haplotype blocks of the SNPs rs2074505 (GNL1) and rs2074503 (PRR3) showed that haplotype HA1 was underrepresented in male GO patients (P = 0.004; OR, 0.418; 95% CI, 0.228-0.767), whereas HA-4 was underrepresented in female GO patients (P = 0.007; OR, 0.660; 95% CI, 0.490-0.895). Conclusions: The results suggested that SNPs at PRR3 and ABCF1 genes and the haplotype composed by SNPs at GNL1 and PRR3 between the HLA-A and HLA-C genes tended to predict GO in a gender-dependent manner in patients with GD in Taiwan. (C) 2014 by the American Academy of Ophthalmology.","Times Cited in Web of Science Core Collection: 5 Total Times Cited: 6 Cited Reference Count: 47","10.1016/j.ophtha.2014.04.027","autoimmune thyroid-disease;x-chromosome inactivation;tumor-necrosis-factor;female predisposition;susceptibility loci;multiplex families;chinese patients;sex-differences;pathogenesis;alleles;HLA-G Antigens;Polymorphism, Single Nucleotide;HLA-C Antigens;HLA-D Antigens;HLA-A Antigens;HLA-B Antigens;Polymorphism, Genetic",NA,NA
"159","rayyan-902924831","Analysis of Chromosome Behavior in Intact Mammalian Oocytes - Monitoring the Segregation of a Univalent Chromosome during Female Meiosis",1995,11,NA,"Human Molecular Genetics","0964-6906 J9 - HUM MOL GENET",4,11,"2007-2012","Hunt, P. and Lemaire, R. and Embury, P. and Sheean, L. and Mroz, K.","",NA,NA,NA,"To monitor the behavior of specific chromosomes at various stages of mammalian female meiosis, we have combined immunofluorescence staining and fluorescence in situ hybridization (FISH) on intact oocytes. We have utilized this technique to evaluate the behavior of the single X chromosome in oocytes from XO female mice, providing the first observations on segregation of an achiasmate chromosome during mammalian female meiosis and its effect on the meiotic process. As has been described in other species, we found that the univalent chromosome could either segregate as an intact chromosome to one pole or divide equationally at the first meiotic division. Our results also indicate that the presence of a univalent chromosome causes severe meiotic disruption during mammalian meiosis, affecting the alignment and segregation of other chromosomes in the complement. Despite these meiotic abnormalities, the vast majority of oocytes from XO females were able to resume and successfully complete the first meiotic division. This is in contrast to previous studies of male mice with sex chromosome abnormalities where the presence of a univalent acts to arrest meiosis at metaphase of the first meiotic division. This sex-specific difference in the ability of a cell with a univalent chromosome to initiate anaphase suggests that cell cycle central differs between male and female meiosis and that monitoring of meiotic chromosome behavior is less efficient in the female. The combined use of immunofluorescence staining and FISH on intact oocytes has obvious application to the study of meiotic chromosome non-disjunction in the human female. Simultaneous study of the meiotic cell cycle, protein components of the meiotic apparatus, and chromosome-specific behaviors during mammalian female meiosis provides a new approach to defining age-related changes in the meiotic process that result in increased chromosome malsegregation.","Times Cited in Web of Science Core Collection: 124 Total Times Cited: 127 Cited Reference Count: 31","10.1093/hmg/4.11.2007","x-chromosome;mouse;mice;survival;fetuses;Meiosis",NA,NA
"160","rayyan-902924832","Uncovering Modifier Genes of X-Linked Alport Syndrome Using a Novel Multiparent Mouse Model",2021,8,NA,"J Am Soc Nephrol","1046-6673 (Print) 1046-6673",32,8,"1961-1973","Takemon, Y. and Wright, V. and Davenport, B. and Gatti, D. M. and Sheehan, S. M. and Letson, K. and Savage, H. S. and Lennon, R. and Korstanje, R.","",NA,NA,NA,"BACKGROUND: Mutations in COL4A5 are responsible for 80% of cases of X-linked Alport Syndrome (XLAS). Although genes that cause AS are well characterized, people with AS who have similar genetic mutations present with a wide variation in the extent of kidney impairment and age of onset, suggesting the activities of modifier genes. METHODS: We created a cohort of genetically diverse XLAS male and female mice using the Diversity Outbred mouse resource and measured albuminuria, GFR, and gene expression. Using a quantitative trait locus approach, we mapped modifier genes that can best explain the underlying phenotypic variation measured in our diverse population. RESULTS: Genetic analysis identified several loci associated with the variation in albuminuria and GFR, including a locus on the X chromosome associated with X inactivation and a locus on chromosome 2 containing Fmn1. Subsequent analysis of genetically reduced Fmn1 expression in Col4a5 knockout mice showed a decrease in albuminuria, podocyte effacement, and podocyte protrusions in the glomerular basement membrane, which support the candidacy of Fmn1 as a modifier gene for AS. CONCLUSION: With this novel approach, we emulated the variability in the severity of kidney phenotypes found in human patients with Alport Syndrome through albuminuria and GFR measurements. This approach can identify modifier genes in kidney disease that can be used as novel therapeutic targets.","1533-3450 Takemon, Yuka Orcid: 0000-0002-3538-4409 Wright, Valerie Davenport, Bernard Gatti, Daniel M Sheehan, Susan M Letson, Kelsey Savage, Holly S Lennon, Rachel Korstanje, Ron Orcid: 0000-0002-2808-1610 WT_/Wellcome Trust/United Kingdom 202860/Z/16/Z/WT_/Wellcome Trust/United Kingdom Journal Article Research Support, Non-U.S. Gov't United States 2021/05/29 J Am Soc Nephrol. 2021 Aug;32(8):1961-1973. doi: 10.1681/ASN.2020060777. Epub 2021 May 27.","10.1681/asn.2020060777","Albuminuria/etiology/*urine;Animals;Chromosome Mapping;Collagen Type IV/*genetics;Creatinine/*urine;Disease Models, Animal;Female;Formins/*genetics/ultrastructure;Gene Expression;Glomerular Filtration Rate;Male;Mice;Mice, Knockout;Microscopy, Electron, Transmission;Mutation;Nephritis, Hereditary/complications/*genetics/physiopathology;Phenotype;Podocytes/pathology;Proof of Concept Study;Quantitative Trait Loci;RNA-Seq;Sex Factors;Whole Genome Sequencing;Alport-s syndrome;albuminuria;genetics and development;Nephritis, Hereditary",NA,NA
"161","rayyan-902924833","Variation in the X:Autosome Distribution of Male-Biased Genes among Drosophila melanogaster Tissues and Its Relationship with Dosage Compensation",2015,7,NA,"Genome Biology and Evolution","1759-6653 J9 - GENOME BIOL EVOL",7,7,"1960-1971","Huylmans, A. K. and Parsch, J.","",NA,NA,NA,"Genes that are expressed differently between males and females (sex-biased genes) often show a nonrandom distribution in their genomic location, particularly with respect to the autosomes and the X chromosome. Previous studies of Drosophila melanogaster found a general paucity of male-biased genes on the X chromosome, although this is mainly limited to comparisons of whole flies or body segments containing the reproductive organs. To better understand the chromosomal distribution of sex-biased genes in various tissues, we used a common analysis framework to analyze microarray and RNA sequence data comparing male and female gene expression in individual tissues (brain, Malpighian tubule, and gonads), composite structures (head and gonadectomized carcass), and whole flies. Although there are relatively few sex-biased genes in the brain, there is a strong and highly significant enrichment of male-biased genes on the X chromosome. A weaker enrichment of X-linked male-biased genes is seen in the head, suggesting that most of this signal comes from the brain. In all other tissues, there is either no departure from the random expectation or a significant paucity of male-biased genes on the X chromosome. The brain and head also differ from other tissues in that their male-biased genes are significantly closer to binding sites of the dosage compensation complex. We propose that the interplay of dosage compensation and sex-specific regulation can explain the observed differences between tissues and reconcile disparate results reported in previous studies.","Times Cited in Web of Science Core Collection: 20 Total Times Cited: 20 Cited Reference Count: 70","10.1093/gbe/evv117","transcriptome;brain;sexual dimorphism;sex chromosomes;X-CHROMOSOME INACTIVATION;DIFFERENTIAL EXPRESSION;SEX-CHROMOSOMES;MALE GERMLINE;EVOLUTION;PAUCITY;CHICKEN;DEMASCULINIZATION;POPULATION;ABUNDANCE",NA,NA
"162","rayyan-902924834","Phenotypic and molecular analyses of X-linked dystonia-parkinsonism (""lubag"") in women",2004,NA,NA,"Archives of Neurology","0003-9942",61,12,"1956-1959","Evidente, V. G. H. and Nolte, D. and Niemann, S. and Advincula, J. and Mayo, M. C. and Natividad, F. F. and Müller, U.","https://www.embase.com/search/results?subaction=viewrecord&id=L39612960&from=exporthttp://dx.doi.org/10.1001/archneur.61.12.1956",NA,NA,NA,"Background: X-linked dystonia-parkinsonism (XDP) or ""lubag"" is an X-linked recessive disorder that afflicts Filipino men, and rarely, women. Genetic confirmation is performed through haplotyping or detection of disease-specific changes in the DYT3 gene. Objective: To describe the phenotypes and molecular data of 8 symptomatic female patients with XDP from 5 kindreds. Methods: Case series. Results: The average age of onset of symptoms was 52 years (range, 26-75 years). Six of 8 patients had parkinsonism, whereas only 1 had dystonia. The initial symptom was focal tremor or parkinsonism in 4, chorea in 3, and focal dystonia (cervical) in 1. Seven of 8 patients had slow or no progression of their symptoms and required no treatment. The patient with disabling parkinsonism was responsive to carbidopa/levodopa. Seven were heterozygous for the XDP haplotype, whereas 1 was homozygous. Conclusions: The phenotypes of female patients with XDP may include parkinsonism, dystonia, myoclonus, tremor, and chorea. The dystonia, if present, is mild and usually nonprogressive. Similar to men with XDP, parkinsonism is a frequent symptom in women. In contrast to men, affected women have a more benign phenotype, older age of onset, and milder course. Extreme X-inactivation mosaic may be a cause of symptoms in women with XDP, but a homozygously affected woman has also been observed.","L39612960 2005-02-07","10.1001/archneur.61.12.1956","carbidopa;adult;age;aged;article;chorea;clinical article;disease course;dystonia;female;haplotype;heterozygosity;homozygosity;human;molecular biology;myoclonus;parkinsonism;phenotype;priority journal;sex difference;tremor;X chromosome inactivation;X chromosome linked disorder;x linked dystonia parkinsonism;Phenotype;Dystonia",NA,NA
